Year,College,MajorName,Total,Male,Female,Unknown
2002,Engineering,Agricultural Engineering,95,74,21,1
2002,ACES,Animal Sciences,595,166,429,10
2002,LAS,Anthropology,63,24,39,5
2002,LAS,Applied Mathematics,13,10,3,0
2002,Fine and Applied Arts,Architectural Studies,513,305,208,6
2002,Fine and Applied Arts,Architecture,212,135,77,12
2002,Fine and Applied Arts,Art Education,98,14,84,3
2002,Fine and Applied Arts,Art History,49,8,41,2
2002,Fine and Applied Arts,Art and Design,297,102,195,9
2002,LAS,Asian Studies,13,5,8,1
2002,LAS,Astronomy,29,19,10,1
2002,LAS,Atmospheric Sciences,37,23,14,0
2002,Aviation,Aviation Human Factors,188,171,17,5
2002,LAS,BIOCH,159,82,77,2
2002,Education,BUS EDUC,1,0,1,0
2002,LAS,Biochemistry,80,49,31,4
2002,LAS,Biology,762,312,450,12
2002,LAS,Biophysics & Computnl Biology,54,40,14,0
2002,Media,Broadcast Journalism,75,22,53,2
2002,Business,Business Administration,1291,741,550,23
2002,Business,CBA NON-DEGREE,53,31,22,0
2002,LAS,CELL & STR BIOL,59,33,26,3
2002,ACES,CFTM-CNSMR&TXTL,53,2,51,2
2002,ACES,CFTM-MKT&PRICE,3,2,1,0
2002,ACES,"CMDTY,FD,TXTL M",79,9,70,0
2002,LAS,Chemical Engineering,397,282,115,4
2002,LAS,Chemical Physics,4,2,2,1
2002,LAS,Chemistry,370,237,133,9
2002,Engineering,Civil Engineering,793,626,167,9
2002,LAS,Classical Philology,6,4,2,1
2002,LAS,Classics,4,1,3,0
2002,Media,Communication,49,22,27,3
2002,Applied Life Sciences,Community Health,85,26,59,0
2002,LAS,Comparative Literature,28,3,25,2
2002,Engineering,Computer Engineering,825,738,87,15
2002,Engineering,Computer Science,1348,1170,178,27
2002,Fine and Applied Arts,Crafts,31,7,24,1
2002,LAS,Creative Writing,14,9,5,0
2002,ACES,Crop Sciences,153,92,61,5
2002,Fine and Applied Arts,Dance,68,7,61,2
2002,LAS,E Asian Languages & Cultures,26,8,18,1
2002,Education,ED POL ST,96,32,64,5
2002,Education,ED SEC&CON,119,37,82,3
2002,Education,EDUC ELEMENTARY,107,15,92,4
2002,Education,EDUC GEN,280,28,252,2
2002,Engineering,ENGR MECH,54,40,14,2
2002,Engineering,ENGR NONDEGREE,57,48,9,0
2002,Engineering,ENGR PHYS,90,76,14,1
2002,Engineering,ENV ENGR,60,36,24,2
2002,Engineering,ENV SCI,10,7,3,0
2002,Education,Early Childhood Education,60,5,55,0
2002,Business,Economics,224,159,65,4
2002,Education,Ed Organization and Leadership,126,52,74,11
2002,Education,Educ Voc Tech,104,41,63,6
2002,Education,Educational Psychology,114,41,73,2
2002,Engineering,Electrical Engineering,1298,1088,210,32
2002,Education,Elementary Education,333,33,300,3
2002,LAS,English,129,50,79,5
2002,LAS,Entomology,36,24,12,1
2002,Business,Executive MBA Program,48,33,15,1
2002,Business,Finance,1016,673,343,10
2002,ACES,Food Science & Human Nutrition,376,95,281,8
2002,ACES,Forestry,23,20,3,0
2002,LAS,French,30,6,24,0
2002,LAS,GEN CURR,2075,964,1111,24
2002,Engineering,GEN ENGR,538,414,124,8
2002,LAS,Geography,30,13,17,1
2002,LAS,Geology,45,27,18,1
2002,LAS,German,21,10,11,1
2002,Fine and Applied Arts,Graphic Design,90,31,59,1
2002,ACES,HDFS-CH&AD DEV,133,5,128,0
2002,ACES,HDFS-FS,69,8,61,1
2002,Applied Health Sciences,HLTH EDUC,64,5,59,2
2002,Applied Health Sciences,HLTH PL AD,172,38,134,1
2002,ACES,HORT -- P&M,65,25,40,0
2002,ACES,HORT--HORT SCI,7,4,3,0
2002,Labor and Industrial Relations,HR & IND RELS,166,63,103,5
2002,ACES,HU DEV&FAM,2,0,2,0
2002,LAS,History,101,59,42,2
2002,ACES,Horticulture,3,2,1,0
2002,ACES,Human & Community Development,28,5,23,4
2002,Business,INT'L MSBA,43,24,19,0
2002,ACES,IRCE-CONS EC&F,89,48,41,2
2002,ACES,IRCE-E&NR MGMT,6,4,2,0
2002,ACES,IRCE-INDCURRIC,10,5,5,1
2002,ACES,"IRCE-POL,TRD,DV",33,22,11,1
2002,Fine and Applied Arts,Industrial Design,75,39,36,0
2002,Engineering,Industrial Engineering,108,76,32,3
2002,LAS,Italian,4,1,3,0
2002,Media,Journalism,30,6,24,1
2002,Applied Health Sciences,Kinesiology,516,208,308,8
2002,Labor and Industrial Relations,LAB&IN REL,1,0,1,0
2002,LAS,LATIN AMER ST,8,4,4,0
2002,Fine and Applied Arts,Landscape Architecture,154,85,69,2
2002,Law,Law,686,390,296,70
2002,Business,Leisure Studies,195,129,66,1
2002,iSchool,Library & Information Science,337,88,249,37
2002,LAS,Linguistics,67,24,43,5
2002,Engineering,MATSCI&ENG,191,141,50,4
2002,Engineering,MCS INTERNET,1,1,0,0
2002,Applied Health Sciences,MSPH IN C HLTH,5,0,5,1
2002,Fine and Applied Arts,MUS-VOICE,25,3,22,1
2002,Fine and Applied Arts,MUSIC(AMS),108,46,62,3
2002,Fine and Applied Arts,MUSIC-COMP,17,15,2,0
2002,Fine and Applied Arts,MUSIC-INST,86,51,35,3
2002,Fine and Applied Arts,MUSIC-OPEN,5,2,3,0
2002,Engineering,Materials Science & Engr,142,106,36,1
2002,LAS,Mathematics,175,137,38,8
2002,Engineering,Mechanical Engineering,888,802,86,14
2002,Media,Media Studies,79,30,49,2
2002,LAS,Microbiology,52,25,27,2
2002,LAS,Molecular & Integrative Physi,35,23,12,1
2002,LAS,Molecular and Cellular Biology,5,4,1,0
2002,Fine and Applied Arts,Music,141,60,81,7
2002,Fine and Applied Arts,Music Education,248,95,153,11
2002,Fine and Applied Arts,Music History,5,0,5,1
2002,ACES,NRES-BIOL SCI,83,48,35,4
2002,ACES,NRES-ENV S W,27,15,12,1
2002,ACES,NRES-F & W CONS,41,28,13,1
2002,ACES,NRES-SOC SCI,65,28,37,1
2002,ACES,Natural Res & Env Sciences,3,2,1,0
2002,ACES,Natural Resrcs & Environ Sci,143,78,65,8
2002,LAS,Neuroscience,46,27,19,2
2002,Media,News-Editorial,116,35,81,2
2002,Aviation,Nondegree,21,13,8,0
2002,Engineering,Nuclear Engineering,97,77,20,0
2002,ACES,Nutritional Sciences,35,8,27,4
2002,Applied Health Sciences,PARK & NR MGMT,5,2,3,0
2002,Fine and Applied Arts,PERFORM ST,30,11,19,1
2002,LAS,PRE-JOURN,544,151,393,4
2002,LAS,PRE-MED,213,91,122,2
2002,LAS,Philosophy,37,31,6,0
2002,ACES,Physics,310,268,42,12
2002,LAS,Plant Biology,28,11,17,1
2002,LAS,Political Science,40,24,16,0
2002,LAS,Portuguese,3,1,2,0
2002,Aviation,Professional Pilot,66,59,7,1
2002,LAS,Psychology,174,62,112,2
2002,LAS,REES,7,3,4,2
2002,Applied Health Sciences,REHAB STUDIES,4,1,3,0
2002,Applied Health Sciences,"Recreation, Sport, and Tourism ",208,139,69,4
2002,Fine and Applied Arts,Regional Planning,20,11,9,0
2002,Applied Health Sciences,Rehabilitation,11,4,7,4
2002,Education,Secondary & Continuing Educ,30,13,17,0
2002,LAS,Slavic Languages & Literature,6,4,2,0
2002,Social Work,Social Work,285,41,244,46
2002,LAS,Sociology,47,22,25,0
2002,ACES,Spanish,64,23,41,5
2002,Education,Special Education,131,15,116,4
2002,ACES,Speech & Hearing Science,280,13,267,7
2002,LAS,Speech Communication,54,23,31,3
2002,ACES,Statistics,27,9,18,0
2002,LAS,TRANSITION,206,78,128,1
2002,ACES,Teaching of Biological Science,3,0,3,0
2002,ACES,Teaching of Chemistry,12,3,9,1
2002,ACES,Teaching of English Sec Lang,53,11,42,1
2002,ACES,Teaching of French,4,0,4,0
2002,ACES,Teaching of Latin,3,2,1,1
2002,ACES,Teaching of Mathematics,1,0,1,0
2002,ACES,Teaching of Physics,1,0,1,0
2002,Business,Teaching of Spanish,26,2,24,0
2002,Business,Technical Systems Management,89,84,5,2
2002,Fine and Applied Arts,Theatre,160,72,88,7
2002,Engineering,Theoretical & Applied Mechans,60,54,6,0
2002,Education,UG NON-DEG,1,0,1,0
2002,Business,UNASSIGNED,455,266,189,5
2002,LAS,UNCLASS,202,79,123,3
2002,LAS,UNCM FR&SO,180,89,91,0
2002,Fine and Applied Arts,Urban Planning,162,98,64,2
2002,VetMed,VMS - Veterinary Biosciences,15,8,7,0
2002,VetMed,VMS - Veterinary Pathobiology,38,17,21,1
2002,VetMed,VMS-Veterinary Clinical Medcne,30,16,14,1
2002,VetMed,Veterinary Medicine,405,97,308,24
2003,Business,Accountancy,1231,630,601,22
2003,LAS,Actuarial Science,19,5,14,0
2003,Media,Advertising,313,79,234,10
2003,Engineering,Aero & Astro Engineering,417,343,74,10
2003,LAS,African American Studies,5,3,2,0
2003,ACES,Agr & Consumer Economics,360,244,116,4
2003,ACES,Agr & Environmental Cmc & Educ,136,46,90,3
2003,ACES,Agr Engineering & Agr Science,40,36,4,2
2003,ACES,Agricultural & Applied Econ,1,1,0,0
2003,Engineering,Agricultural Engineering,95,79,16,0
2003,ACES,Animal Sciences,571,158,413,9
2003,LAS,Anthropology,68,24,44,5
2003,LAS,Applied Mathematics,14,11,3,0
2003,Fine and Applied Arts,Architectural Studies,529,300,229,5
2003,Fine and Applied Arts,Architecture,227,147,80,5
2003,Fine and Applied Arts,Art Education,98,16,82,3
2003,Fine and Applied Arts,Art History,56,8,48,2
2003,Fine and Applied Arts,Art and Design,297,98,199,12
2003,LAS,Asian Studies,8,3,5,0
2003,LAS,Astronomy,26,16,10,0
2003,LAS,Atmospheric Sciences,41,26,15,0
2003,Aviation,Aviation Human Factors,175,162,13,2
2003,LAS,BIOCH,169,78,91,2
2003,Education,BUS EDUC,1,0,1,0
2003,Business,BUS NON-DEGREE,46,25,21,0
2003,LAS,Biochemistry,81,47,34,5
2003,LAS,Biology,840,366,474,18
2003,LAS,Biophysics & Computnl Biology,67,47,20,0
2003,Media,Broadcast Journalism,63,22,41,3
2003,Business,Business Administration,1152,630,522,16
2003,LAS,CELL & STR BIOL,68,38,30,3
2003,ACES,CFTM-CNSMR&TXTL,15,1,14,0
2003,LAS,CHEM E NUS,5,4,1,0
2003,ACES,CTM-CNSMR&TXTL,119,10,109,3
2003,LAS,Chemical Engineering,413,294,119,6
2003,LAS,Chemical Physics,6,4,2,1
2003,LAS,Chemistry,391,244,147,12
2003,Engineering,Civil Engineering,795,626,169,7
2003,LAS,Classical Philology,8,6,2,1
2003,LAS,Classics,3,1,2,0
2003,Media,Communication,54,23,31,2
2003,Applied Life Sciences,Community Health,101,26,75,0
2003,LAS,Comparative Literature,24,5,19,1
2003,Engineering,Computer Engineering,756,683,73,15
2003,Engineering,Computer Science,1257,1088,169,26
2003,Fine and Applied Arts,Crafts,32,9,23,2
2003,LAS,Creative Writing,23,12,11,2
2003,ACES,Crop Sciences,145,94,51,3
2003,Fine and Applied Arts,Dance,64,8,56,3
2003,LAS,E Asian Languages & Cultures,23,7,16,1
2003,Education,ED POL ST,112,38,74,4
2003,Education,ED SEC&CON,101,31,70,4
2003,Education,EDUC ELEMENTARY,88,12,76,3
2003,Education,EDUC GEN,292,24,268,1
2003,Engineering,ENGR MECH,65,55,10,2
2003,Engineering,ENGR NONDEGREE,78,65,13,2
2003,Engineering,ENGR PHYS,91,79,12,2
2003,Engineering,ENV ENGR,70,41,29,1
2003,Engineering,ENV SCI,10,6,4,0
2003,Education,Early Childhood Education,63,3,60,0
2003,Business,Economics,223,160,63,4
2003,Education,Ed Organization and Leadership,165,75,90,15
2003,Education,Educ Voc Tech,86,37,49,6
2003,Education,Educational Psychology,136,46,90,1
2003,Engineering,Electrical Engineering,1423,1203,220,33
2003,Education,Elementary Education,309,32,277,3
2003,LAS,English,128,52,76,5
2003,LAS,Entomology,38,22,16,3
2003,Business,Executive MBA Program,45,35,10,2
2003,Business,Finance,925,640,285,9
2003,ACES,Food Science & Human Nutrition,391,109,282,10
2003,ACES,Forestry,14,13,1,0
2003,LAS,French,28,4,24,0
2003,LAS,GEN CURR,2090,1052,1038,31
2003,Engineering,GEN ENGR,601,468,133,13
2003,LAS,Geography,40,20,20,0
2003,LAS,Geology,46,28,18,3
2003,LAS,German,19,7,12,1
2003,Fine and Applied Arts,Graphic Design,81,22,59,1
2003,ACES,HDFS-CH&AD DEV,138,8,130,3
2003,ACES,HDFS-FS,56,5,51,1
2003,Applied Health Sciences,HLTH EDUC,70,6,64,2
2003,Applied Health Sciences,HLTH PL AD,178,46,132,2
2003,ACES,HORT -- P&M,54,30,24,0
2003,ACES,HORT--HORT SCI,5,2,3,0
2003,Labor and Industrial Relations,HR & IND RELS,162,54,108,4
2003,LAS,History,99,56,43,4
2003,ACES,Horticulture,5,4,1,0
2003,ACES,Human & Community Development,26,3,23,3
2003,Business,INT'L MSBA,45,32,13,0
2003,ACES,IRCE-CONS EC&F,87,54,33,2
2003,ACES,IRCE-E&NR MGMT,2,2,0,0
2003,ACES,IRCE-INDCURRIC,9,6,3,0
2003,ACES,"IRCE-POL,TRD,DV",37,21,16,2
2003,Fine and Applied Arts,Industrial Design,75,31,44,1
2003,Engineering,Industrial Engineering,91,62,29,2
2003,LAS,Italian,3,1,2,0
2003,Media,Journalism,29,8,21,4
2003,Applied Health Sciences,Kinesiology,544,201,343,7
2003,LAS,LATIN AMER ST,3,1,2,0
2003,Fine and Applied Arts,Landscape Architecture,153,77,76,4
2003,Law,Law,694,382,312,56
2003,Business,Leisure Studies,197,109,88,3
2003,iSchool,Library & Information Science,315,100,215,20
2003,LAS,Linguistics,71,25,46,6
2003,Engineering,MATSCI&ENG,215,159,56,2
2003,Applied Health Sciences,MSPH IN C HLTH,5,0,5,1
2003,Fine and Applied Arts,MUS-VOICE,29,5,24,2
2003,Fine and Applied Arts,MUSIC(AMS),116,52,64,5
2003,Fine and Applied Arts,MUSIC-COMP,13,12,1,0
2003,Fine and Applied Arts,MUSIC-INST,104,56,48,4
2003,Fine and Applied Arts,MUSIC-OPEN,7,6,1,0
2003,Engineering,Materials Science & Engr,158,108,50,1
2003,LAS,Mathematics,165,130,35,5
2003,Engineering,Mechanical Engineering,954,845,109,20
2003,Media,Media Studies,94,30,64,1
2003,LAS,Microbiology,60,23,37,1
2003,LAS,Molecular & Integrative Physi,40,26,14,1
2003,LAS,Molecular and Cellular Biology,22,13,9,0
2003,Fine and Applied Arts,Music,148,60,88,9
2003,Fine and Applied Arts,Music Education,220,84,136,5
2003,Fine and Applied Arts,Music History,7,1,6,2
2003,ACES,NRES-BIOL SCI,55,33,22,3
2003,ACES,NRES-ENV S W,14,6,8,1
2003,ACES,NRES-F & W CONS,35,22,13,1
2003,ACES,NRES-SOC SCI,39,18,21,1
2003,ACES,Natural Res & Env Sciences,67,42,25,5
2003,ACES,Natural Resrcs & Environ Sci,137,81,56,6
2003,LAS,Neuroscience,53,32,21,1
2003,Media,News-Editorial,110,36,74,0
2003,Aviation,Nondegree,22,12,10,0
2003,Engineering,Nuclear Engineering,126,103,23,0
2003,ACES,Nutritional Sciences,44,9,35,3
2003,Applied Health Sciences,PARK & NR MGMT,8,6,2,0
2003,Fine and Applied Arts,PERFORM ST,25,8,17,1
2003,LAS,PRE-JOURN,593,171,422,7
2003,LAS,PRE-MED,303,129,174,1
2003,LAS,Philosophy,39,33,6,1
2003,ACES,Physics,350,298,52,13
2003,LAS,Plant Biology,22,11,11,1
2003,LAS,Political Science,44,28,16,0
2003,LAS,Portuguese,3,1,2,0
2003,Aviation,Professional Pilot,73,65,8,3
2003,LAS,Psychology,193,69,124,4
2003,LAS,REES,7,2,5,0
2003,Applied Health Sciences,REHAB STUDIES,23,4,19,0
2003,Applied Health Sciences,"Recreation, Sport, and Tourism ",187,131,56,2
2003,Fine and Applied Arts,Regional Planning,32,21,11,1
2003,Applied Health Sciences,Rehabilitation,6,1,5,0
2003,Education,Secondary & Continuing Educ,30,12,18,0
2003,LAS,Slavic Languages & Literature,4,3,1,0
2003,Social Work,Social Work,299,32,267,27
2003,LAS,Sociology,47,23,24,0
2003,ACES,Spanish,58,22,36,2
2003,Education,Special Education,134,16,118,3
2003,ACES,Speech & Hearing Science,285,15,270,2
2003,LAS,Speech Communication,54,19,35,0
2003,ACES,Statistics,27,10,17,0
2003,Engineering,Systems & Entrepreneurial Engr,12,10,2,0
2003,LAS,TRANSITION,206,83,123,2
2003,ACES,Teaching of Biological Science,4,0,4,0
2003,ACES,Teaching of Chemistry,11,3,8,0
2003,ACES,Teaching of English Sec Lang,60,12,48,0
2003,ACES,Teaching of French,5,0,5,0
2003,ACES,Teaching of Latin,5,3,2,1
2003,ACES,Teaching of Mathematics,3,0,3,0
2003,ACES,Teaching of Physics,1,0,1,0
2003,Business,Teaching of Spanish,24,4,20,0
2003,Business,Technical Systems Management,88,81,7,2
2003,Fine and Applied Arts,Theatre,170,84,86,11
2003,Engineering,Theoretical & Applied Mechans,66,59,7,2
2003,Education,UG NON-DEG,1,0,1,0
2003,Business,UNASSIGNED,432,260,172,4
2003,LAS,UNCLASS,171,74,97,3
2003,LAS,UNCM FR&SO,196,92,104,1
2003,Fine and Applied Arts,Urban Planning,172,99,73,5
2003,VetMed,VMS - Veterinary Biosciences,18,8,10,0
2003,VetMed,VMS - Veterinary Pathobiology,36,17,19,1
2003,VetMed,VMS-Veterinary Clinical Medcne,36,20,16,0
2003,VetMed,Veterinary Medicine,403,89,314,28
2003,Education,XMURAL,2,2,0,1
2004,Education,Accountancy,1201,641,559,1
2004,Education,Actuarial Science,232,152,80,0
2004,Education,Advertising,267,61,206,0
2004,Engineering,Aero & Astro Engineering,433,359,73,1
2004,LAS,African Studies,10,4,6,0
2004,ACES,Agr & Consumer Economics,85,50,35,0
2004,ACES,Agr & Environmental Cmc & Educ,112,37,75,0
2004,ACES,Agr Engineering & Agr Science,45,39,6,0
2004,ACES,"Agribusiness, Farm & Financial ",286,197,87,2
2004,ACES,Agricultural Economics,1,1,0,0
2004,ACES,Agricultural Education,10,0,10,0
2004,Engineering,Agricultural Engineering,94,77,17,0
2004,ACES,Animal Sciences,594,161,433,0
2004,Education,Anthropology,191,60,131,0
2004,Education,Applied Mathematics,33,17,16,0
2004,Fine and Applied Arts,Architectural Studies,547,308,238,1
2004,Fine and Applied Arts,Architecture,202,125,77,0
2004,Fine and Applied Arts,Art Education,106,18,88,0
2004,Fine and Applied Arts,Art History,25,3,22,0
2004,Fine and Applied Arts,Art and Design,45,23,22,0
2004,LAS,Asian Studies,10,2,8,0
2004,LAS,Astronomy,70,36,34,0
2004,LAS,Atmospheric Sciences,41,28,13,0
2004,Applied Health Sciences,Audiology,5,0,5,0
2004,Aviation,Aviation Human Factors,189,177,12,0
2004,LAS,Biochemistry,329,162,166,1
2004,LAS,Bioengineering,38,28,10,0
2004,LAS,Biology,1209,528,679,2
2004,LAS,Biophysics,1,1,0,0
2004,LAS,Biophysics & Computnl Biology,71,49,22,0
2004,Media,Broadcast Journalism,68,27,41,0
2004,Business,Business Administration,860,434,426,0
2004,Business,Business Administration (MBA),305,225,80,0
2004,LAS,Cell and Structural Biology,90,50,40,0
2004,LAS,Chemical Engineering,417,282,135,0
2004,LAS,Chemical Physics,6,5,1,0
2004,LAS,Chemistry,694,387,307,0
2004,Engineering,Civil Engineering,757,599,158,0
2004,LAS,Classical Philology,7,5,2,0
2004,LAS,Classics,35,14,21,0
2004,Media,Communications,50,24,26,0
2004,Applied Health Sciences,Community Health,375,77,298,0
2004,LAS,Comparative Literature,48,14,34,0
2004,Engineering,Computer Engineering,636,588,48,0
2004,Engineering,Computer Science,1192,1053,137,2
2004,ACES,Consumer and Textile Marketing,99,3,96,0
2004,Fine and Applied Arts,Crafts,30,9,21,0
2004,LAS,Creative Writing,27,14,13,0
2004,ACES,Crop Sciences,154,105,48,1
2004,Business,Curric Unassigned,385,241,144,0
2004,Fine and Applied Arts,Dance,71,10,61,0
2004,LAS,E Asian Languages & Cultures,57,22,34,1
2004,Education,Early Childhood Education,68,3,65,0
2004,LAS,"Ecology, Ethology, & Evolution ",3,1,2,0
2004,LAS,Economics,772,571,201,0
2004,Education,Ed Organization and Leadership,148,53,95,0
2004,Education,Educ Voc Tech,91,33,58,0
2004,Education,Education General,295,29,266,0
2004,Education,Educational Policy Studies,132,45,87,0
2004,Education,Educational Psychology,131,40,91,0
2004,Engineering,Electrical Engineering,1444,1243,201,0
2004,Education,Elementary Education,405,39,366,0
2004,Engineering,Engineering Mechanics,72,58,14,0
2004,Engineering,Engineering Physics,102,85,17,0
2004,LAS,English,1019,336,683,0
2004,LAS,Entomology,32,17,15,0
2004,Engineering,Environ Engr in Civil Engr,74,44,30,0
2004,Engineering,Environ Science in Civil Engr,14,8,6,0
2004,Business,Executive MBA Program,1,1,0,0
2004,LAS,Finance,1110,749,361,0
2004,ACES,Food Science & Human Nutrition,413,95,318,0
2004,ACES,Forestry,5,4,1,0
2004,LAS,French,95,22,73,0
2004,LAS,General Curriculum,3686,1594,2086,6
2004,Engineering,General Engineering,608,487,121,0
2004,LAS,Geography,75,48,27,0
2004,LAS,Geology,78,49,29,0
2004,LAS,German,19,8,11,0
2004,LAS,Germanic Lang & Lit,16,7,9,0
2004,Fine and Applied Arts,Graphic Design,88,29,59,0
2004,LAS,History,671,422,249,0
2004,LAS,History of Art,59,8,51,0
2004,ACES,Horticulture,74,50,24,0
2004,ACES,Human & Community Development,26,4,22,0
2004,ACES,Human Development & Family St,193,10,183,0
2004,Aviation,Human Factors,4,2,2,0
2004,Labor and Industrial Relations,Human Res & Industrial Rels,149,56,93,0
2004,LAS,Humanities,16,6,10,0
2004,LAS,Individual Plans of Study,4,0,4,0
2004,Fine and Applied Arts,Industrial Design,85,43,42,0
2004,Engineering,Industrial Engineering,92,59,33,0
2004,Fine and Applied Arts,Instrumental Music,112,55,57,0
2004,LAS,Integrative Biology,188,82,106,0
2004,LAS,Interdisciplinary,26,12,14,0
2004,LAS,International Studies,255,93,162,0
2004,ACES,"Intl, Resource, Consumer Econ ",176,114,62,0
2004,LAS,Italian,10,2,8,0
2004,Media,Journalism,33,9,24,0
2004,Applied Health Sciences,Kinesiology,597,215,382,0
2004,Fine and Applied Arts,Landscape Architecture,166,82,84,0
2004,LAS,Latin American Studies,15,7,8,0
2004,Law,Law,708,406,300,2
2004,Applied Health Sciences,Leisure Studies,405,254,150,1
2004,iSchool,Library & Information Science,267,79,188,0
2004,LAS,Linguistics,97,37,60,0
2004,Engineering,Materials Science & Engr,408,300,108,0
2004,LAS,Math & Computer Science,159,138,20,1
2004,LAS,Mathematics,624,402,222,0
2004,Engineering,Mechanical Engineering,1014,899,115,0
2004,Media,Media Studies,101,26,75,0
2004,LAS,Microbiology,77,31,46,0
2004,LAS,Molecular & Integrative Physi,43,27,16,0
2004,LAS,Molecular and Cellular Biology,690,293,397,0
2004,LAS,Molecular&Cell Bio-undeclared,12,7,5,0
2004,LAS,Music,269,116,153,0
2004,Fine and Applied Arts,Music Composition,12,11,1,0
2004,Fine and Applied Arts,Music Education,208,82,126,0
2004,Fine and Applied Arts,Music History,4,1,3,0
2004,Fine and Applied Arts,Musicology,19,12,7,0
2004,ACES,Natural Res & Env Sciences,115,61,54,0
2004,ACES,Natural Resrcs & Environ Sci,202,114,88,0
2004,LAS,Neuroscience,61,30,31,0
2004,Media,News-Editorial,128,47,81,0
2004,Media,Nondegree,310,163,147,0
2004,LN,Nondegree-CE,65,18,45,2
2004,Engineering,Nuclear Engineering,155,128,27,0
2004,ACES,Nutritional Sciences,55,11,44,0
2004,Fine and Applied Arts,Open Studies,10,8,2,0
2004,Fine and Applied Arts,Painting,48,20,28,0
2004,LAS,Philosophy,137,106,31,0
2004,Fine and Applied Arts,Photography,21,5,16,0
2004,LAS,Physics,489,404,85,0
2004,LAS,Plant Biology,19,9,10,0
2004,LAS,Political Science,939,558,380,1
2004,LAS,Portuguese,2,1,1,0
2004,Aviation,Professional Pilot,65,57,8,0
2004,LAS,Psychology,1361,373,988,0
2004,Fine and Applied Arts,Regional Planning,25,16,9,0
2004,Applied Health Sciences,Rehabilitation,6,0,6,0
2004,LAS,Religious Studies,21,11,10,0
2004,LAS,Rhetoric,138,72,66,0
2004,LAS,Russian & E European Studies,11,5,6,0
2004,LAS,Russian Lang & Literature,3,2,1,0
2004,Fine and Applied Arts,Sculpture,17,8,9,0
2004,Education,Secondary & Continuing Educ,122,46,76,0
2004,LAS,Slavic Languages & Literature,2,1,1,0
2004,Social Work,Social Work,297,30,267,0
2004,LAS,Sociology,341,114,227,0
2004,LAS,Spanish,294,92,201,1
2004,Education,Special Education,150,16,134,0
2004,Applied Health Sciences,Speech & Hearing Science,291,13,278,0
2004,LAS,Speech Communication,463,199,264,0
2004,LAS,Statistics,64,35,29,0
2004,LAS,Statistics & Computer Science,15,12,3,0
2004,Engineering,Systems & Entrepreneurial Engr,23,20,3,0
2004,LAS,Teaching of Biological Science,2,0,2,0
2004,LAS,Teaching of Chemistry,8,2,6,0
2004,LAS,Teaching of English Sec Lang,56,13,43,0
2004,LAS,Teaching of French,6,1,5,0
2004,LAS,Teaching of German,1,0,1,0
2004,LAS,Teaching of Latin,4,3,1,0
2004,LAS,Teaching of Mathematics,1,1,0,0
2004,LAS,Teaching of Spanish,26,4,22,0
2004,Fine and Applied Arts,Theatre,202,97,105,0
2004,Engineering,Theoretical & Applied Mechans,69,61,8,0
2004,Fine and Applied Arts,Urban Planning,174,89,85,0
2004,VetMed,VMS - Veterinary Biosciences,16,5,11,0
2004,VetMed,VMS - Veterinary Pathobiology,27,10,17,0
2004,VetMed,VMS-Veterinary Clinical Medcne,29,18,11,0
2004,VetMed,Veterinary Medicine,397,89,308,0
2004,Fine and Applied Arts,Voice,26,5,21,0
2005,Education,Accountancy,1261,687,572,2
2005,Education,Actuarial Science,249,167,82,0
2005,Education,Advertising,263,67,196,0
2005,Engineering,Aero & Astro Engineering,48,42,6,0
2005,Engineering,Aerospace Engineering,381,326,55,0
2005,LAS,African Studies,11,4,7,0
2005,ACES,Agr & Consumer Economics,83,49,34,0
2005,ACES,Agr & Environmental Cmc & Educ,103,30,73,0
2005,ACES,Agr Engineering & Agr Science,37,34,3,0
2005,ACES,"Agribusiness, Farm & Financial ",317,232,83,2
2005,ACES,Agricultural Economics,1,1,0,0
2005,ACES,Agricultural Education,7,1,6,0
2005,Engineering,Agricultural Engineering,93,77,16,0
2005,ACES,Animal Sciences,598,163,435,0
2005,Education,Anthropology,207,72,135,0
2005,Education,Applied Mathematics,35,15,20,0
2005,Fine and Applied Arts,Architectural Studies,534,308,226,0
2005,Fine and Applied Arts,Architecture,203,114,88,1
2005,Fine and Applied Arts,Art Education,106,17,89,0
2005,Fine and Applied Arts,Art History,31,3,28,0
2005,Fine and Applied Arts,Art and Design,48,25,23,0
2005,LAS,Asian Studies,13,4,9,0
2005,LAS,Astronomy,72,43,29,0
2005,LAS,Atmospheric Sciences,37,26,11,0
2005,Applied Health Sciences,Audiology,4,0,4,0
2005,Aviation,Aviation Human Factors,183,168,15,0
2005,LAS,Biochemistry,377,202,174,1
2005,LAS,Bioengineering,61,41,20,0
2005,LAS,Biology,1069,495,573,1
2005,LAS,Biophysics & Computnl Biology,68,47,21,0
2005,Media,Broadcast Journalism,79,30,49,0
2005,Business,Business Administration,952,490,462,0
2005,Business,Business Administration (MBA),238,171,67,0
2005,LAS,Cell and Structural Biology,74,35,39,0
2005,LAS,Chemical Engineering,394,255,138,1
2005,LAS,Chemical Physics,10,8,2,0
2005,LAS,Chemistry,760,449,311,0
2005,Engineering,Civil Engineering,795,641,154,0
2005,LAS,Classical Philology,7,5,2,0
2005,LAS,Classics,34,16,18,0
2005,Media,Communications,51,22,29,0
2005,Applied Health Sciences,Community Health,447,102,345,0
